Gruppo;Giornata;Casa;Tras;Gol Casa;Gol Tras
Gargano;12;Rodi Garganico;Rignano Garganico;2;0
Gargano;12;Apricena;Isole Tremiti;0;2
Gargano;12;San Giovanni Rotondo;Vico del Gargano;1;0
Gargano;13;Carpino;Apricena;0;0
Gargano;13;San Severo;San Giovanni Rotondo;0;1
Gargano;13;Lesina;Vieste;0;0
Gargano;13;Rignano Garganico;Ischitella;0;0
Gargano;13;Poggio Imperiale;Rodi Garganico;1;0
Gargano;13;Monte Sant'Angelo;San Nicandro Garganico;1;1
Gargano;13;Peschici;Mattinata;3;1
Gargano;13;Isole Tremiti;Manfredonia;0;2
Gargano;13;Vico del Gargano;San Marco in Lamis;0;0
Gargano;14;Vieste;Poggio Imperiale;1;0
Gargano;14;San Marco in Lamis;Rignano Garganico;0;2
Gargano;14;San Nicandro Garganico;Vico del Gargano;0;0
Gargano;14;Mattinata;San Severo;3;0
Gargano;14;Rodi Garganico;Isole Tremiti;0;0
Gargano;14;Cagnano Varano;Monte Sant'Angelo;0;0
Gargano;14;Manfredonia;Carpino;0;2
Gargano;14;Apricena;Lesina;0;1
Gargano;14;San Giovanni Rotondo;Peschici;3;0
Gargano;15;Carpino;Rodi Garganico;1;0
Gargano;15;Peschici;Ischitella;5;0
Gargano;15;Monte Sant'Angelo;Mattinata;1;0
Gargano;15;Poggio Imperiale;Apricena;0;0
Gargano;15;Rignano Garganico;Manfredonia;0;1
Gargano;15;Lesina;San Nicandro Garganico;0;0
Gargano;15;San Severo;San Marco in Lamis;0;3
Gargano;15;Vieste;Cagnano Varano;1;0
Gargano;15;Isole Tremiti;Vico del Gargano;1;0
Gargano;16;Ischitella;Apricena;1;4
Gargano;16;San Marco in Lamis;Poggio Imperiale;1;0
Gargano;16;San Nicandro Garganico;Rodi Garganico;0;0
Gargano;16;Mattinata;Rignano Garganico;1;0
Gargano;16;Cagnano Varano;San Severo;1;2
Gargano;16;Peschici;Isole Tremiti;2;0
Gargano;16;Manfredonia;Monte Sant'Angelo;0;0
Gargano;16;Vico del Gargano;Carpino;1;2
Gargano;16;San Giovanni Rotondo;Vieste;1;1
Gargano;17;Carpino;San Giovanni Rotondo;1;0
Gargano;17;Vieste;San Marco in Lamis;1;0
Gargano;17;San Severo;Peschici;1;1
Gargano;17;Lesina;Vico del Gargano;0;0
Gargano;17;Rignano Garganico;San Nicandro Garganico;0;1
Gargano;17;Rodi Garganico;Cagnano Varano;1;0
Gargano;17;Monte Sant'Angelo;Ischitella;0;1
Gargano;17;Isole Tremiti;Mattinata;2;3
Gargano;17;Apricena;Manfredonia;0;1
Gargano;18;Ischitella;San Severo;0;4
Gargano;18;San Marco in Lamis;Rodi Garganico;2;0
Gargano;18;San Nicandro Garganico;Carpino;0;0
Gargano;18;Mattinata;Apricena;0;0
Gargano;18;Cagnano Varano;Rignano Garganico;0;0
Gargano;18;Peschici;Lesina;1;0
Gargano;18;Manfredonia;Vieste;0;1
Gargano;18;Vico del Gargano;Monte Sant'Angelo;1;0
Gargano;18;San Giovanni Rotondo;Poggio Imperiale;0;0
Gargano;19;Apricena;San Nicandro Garganico;0;2
Gargano;19;Vieste;Ischitella;1;1
Gargano;19;Lesina;Cagnano Varano;0;1
Gargano;19;Rignano Garganico;Vico del Gargano;0;0
Gargano;19;Rodi Garganico;Manfredonia;0;1
Gargano;19;Poggio Imperiale;Peschici;0;2
Gargano;19;Monte Sant'Angelo;San Giovanni Rotondo;0;1
Gargano;19;Isole Tremiti;San Marco in Lamis;2;0
Gargano;19;Carpino;Mattinata;1;0
Gargano;20;Cagnano Varano;Apricena;0;1
Gargano;20;Ischitella;Carpino;1;1
Gargano;20;Lesina;Isole Tremiti;2;1
Gargano;20;Mattinata;Manfredonia;1;1
Gargano;20;Peschici;Monte Sant'Angelo;1;1
Gargano;20;Rignano Garganico;Poggio Imperiale;0;2
Gargano;20;San Giovanni Rotondo;Rodi Garganico;0;2
Gargano;20;San Nicandro Garganico;San Marco in Lamis;0;2
Gargano;20;Vico del Gargano;San Severo;0;1
Gargano;21;San Severo;Lesina;0;0
Gargano;21;Rodi Garganico;Ischitella;0;1
Gargano;21;Apricena;San Giovanni Rotondo;0;1
Gargano;21;Isole Tremiti;San Nicandro Garganico;1;1
Gargano;21;Monte Sant'Angelo;Rignano Garganico;0;1
Gargano;21;San Marco in Lamis;Mattinata;1;2
Gargano;21;Poggio Imperiale;Cagnano Varano;0;0
Gargano;21;Vieste;Peschici;0;2
Gargano;21;Manfredonia;Vico del Gargano;1;1
Gargano;22;Rignano Garganico;San Severo;1;1
Gargano;22;Lesina;Carpino;0;2
Gargano;22;Mattinata;Vieste;1;1
Gargano;22;Cagnano Varano;San Marco in Lamis;1;1
Gargano;22;Peschici;Rodi Garganico;3;1
Gargano;22;Ischitella;Poggio Imperiale;0;0
Gargano;22;San Nicandro Garganico;Manfredonia;0;1
Gargano;22;San Giovanni Rotondo;Isole Tremiti;1;2
Gargano;22;Vico del Gargano;Apricena;1;0
Gargano;23;San Severo;San Nicandro Garganico;0;0
Gargano;23;Isole Tremiti;Ischitella;2;1
Gargano;23;Monte Sant'Angelo;Lesina;0;1
Gargano;23;Carpino;Rignano Garganico;2;0
Gargano;23;Poggio Imperiale;Mattinata;0;2
Gargano;23;Apricena;Peschici;0;0
Gargano;23;Vieste;Vico del Gargano;2;0
Gargano;23;San Marco in Lamis;San Giovanni Rotondo;0;1
Gargano;23;Manfredonia;Cagnano Varano;0;0
Gargano;24;Vico del Gargano;Poggio Imperiale;0;1
Gargano;24;Lesina;Manfredonia;0;1
Gargano;24;Monte Sant'Angelo;San Severo;0;1
Gargano;24;Ischitella;San Giovanni Rotondo;0;0
Gargano;24;Rignano Garganico;Apricena;0;0
Gargano;24;Mattinata;Rodi Garganico;0;1
Gargano;24;Peschici;Carpino;1;0
Gargano;24;San Nicandro Garganico;Vieste;1;4
Gargano;24;Cagnano Varano;Isole Tremiti;0;1
Gargano;25;Mattinata;Ischitella;1;0
Gargano;25;San Marco in Lamis;Lesina;0;0
Gargano;25;Vieste;Rignano Garganico;0;1
Gargano;25;Carpino;Monte Sant'Angelo;0;0
Gargano;25;San Giovanni Rotondo;Cagnano Varano;1;2
Gargano;25;Manfredonia;Peschici;0;2
Gargano;25;Poggio Imperiale;Isole Tremiti;0;2
Gargano;25;Rodi Garganico;Vico del Gargano;0;0
Gargano;25;San Severo;Apricena;0;2
Gargano;26;Isole Tremiti;Carpino;1;0
Gargano;26;Apricena;Vieste;1;0
Gargano;26;Peschici;San Marco in Lamis;0;0
Gargano;26;Vico del Gargano;Mattinata;0;2
Gargano;26;Lesina;Rodi Garganico;1;0
Gargano;26;Monte Sant'Angelo;Poggio Imperiale;0;1
Gargano;26;Ischitella;Cagnano Varano;1;0
Gargano;26;San Severo;Manfredonia;1;0
Gargano;26;San Nicandro Garganico;San Giovanni Rotondo;1;2
Gargano;27;Vieste;Carpino;0;2
Gargano;27;Poggio Imperiale;San Severo;2;0
Gargano;27;San Giovanni Rotondo;Lesina;1;0
Gargano;27;Mattinata;San Nicandro Garganico;1;1
Gargano;27;Rodi Garganico;Monte Sant'Angelo;0;2
Gargano;27;Cagnano Varano;Peschici;1;1
Gargano;27;Ischitella;Manfredonia;2;2
Gargano;27;Rignano Garganico;Isole Tremiti;0;1
Gargano;27;San Marco in Lamis;Apricena;0;1
Gargano;28;Lesina;Mattinata;0;0
Gargano;28;Vico del Gargano;Ischitella;2;1
Gargano;28;San Severo;Rodi Garganico;2;0
Gargano;28;San Nicandro Garganico;Poggio Imperiale;0;1
Gargano;28;Manfredonia;San Giovanni Rotondo;0;1
Gargano;28;Carpino;Cagnano Varano;1;0
Gargano;28;Isole Tremiti;Vieste;1;0
Gargano;28;Monte Sant'Angelo;San Marco in Lamis;0;0
Gargano;28;Peschici;Rignano Garganico;1;0
Gargano;29;Poggio Imperiale;Carpino;0;1
Gargano;29;Vieste;San Severo;4;0
Gargano;29;Rignano Garganico;Lesina;0;0
Gargano;29;Ischitella;San Nicandro Garganico;0;0
Gargano;29;San Giovanni Rotondo;Mattinata;0;0
Gargano;29;Isole Tremiti;Monte Sant'Angelo;1;0
Gargano;29;San Marco in Lamis;Manfredonia;0;1
Gargano;29;Cagnano Varano;Vico del Gargano;1;0
Gargano;29;Rodi Garganico;Apricena;0;0
Gargano;30;Lesina;Ischitella;0;0
Gargano;30;Carpino;San Marco in Lamis;0;0
Gargano;30;San Giovanni Rotondo;Rignano Garganico;1;0
Gargano;30;Vieste;Rodi Garganico;3;1
Gargano;30;Manfredonia;Poggio Imperiale;0;1
Gargano;30;Apricena;Monte Sant'Angelo;1;0
Gargano;30;San Nicandro Garganico;Cagnano Varano;1;1
Gargano;30;San Severo;Isole Tremiti;0;2
Gargano;30;Peschici;Vico del Gargano;3;0
Gargano;31;San Marco in Lamis;Ischitella;1;3
Gargano;31;Monte Sant'Angelo;Vieste;0;0
Gargano;31;Carpino;San Severo;0;0
Gargano;31;Poggio Imperiale;Lesina;0;0
Gargano;31;Peschici;San Nicandro Garganico;2;0
Gargano;31;Cagnano Varano;Mattinata;0;0
Gargano;31;Rignano Garganico;Rodi Garganico;1;0
Gargano;31;Isole Tremiti;Apricena;0;1
Gargano;31;Vico del Gargano;San Giovanni Rotondo;0;1
Gargano;32;Apricena;Carpino;0;0
Gargano;32;San Giovanni Rotondo;San Severo;1;0
Gargano;32;Vieste;Lesina;1;1
Gargano;32;Ischitella;Rignano Garganico;0;1
Gargano;32;Rodi Garganico;Poggio Imperiale;0;1
Gargano;32;San Nicandro Garganico;Monte Sant'Angelo;2;2
Gargano;32;Mattinata;Peschici;0;0
Gargano;32;Manfredonia;Isole Tremiti;1;1
Gargano;32;San Marco in Lamis;Vico del Gargano;3;0
Gargano;33;Poggio Imperiale;Vieste;0;0
Gargano;33;Rignano Garganico;San Marco in Lamis;1;0
Gargano;33;Vico del Gargano;San Nicandro Garganico;0;0
Gargano;33;San Severo;Mattinata;0;1
Gargano;33;Isole Tremiti;Rodi Garganico;2;1
Gargano;33;Monte Sant'Angelo;Cagnano Varano;0;1
Gargano;33;Carpino;Manfredonia;2;0
Gargano;33;Lesina;Apricena;1;1
Gargano;33;Peschici;San Giovanni Rotondo;0;0
Gargano;34;Rodi Garganico;Carpino;1;2
Gargano;34;Ischitella;Peschici;2;0
Gargano;34;Mattinata;Monte Sant'Angelo;1;1
Gargano;34;Apricena;Poggio Imperiale;1;0
Gargano;34;Manfredonia;Rignano Garganico;1;1
Gargano;34;San Nicandro Garganico;Lesina;0;0
Gargano;34;San Marco in Lamis;San Severo;1;1
Gargano;34;Cagnano Varano;Vieste;0;1
Gargano;34;Vico del Gargano;Isole Tremiti;0;1
Gargano;35;Apricena;Ischitella;0;1
Gargano;35;Poggio Imperiale;San Marco in Lamis;0;1
Gargano;35;Rodi Garganico;San Nicandro Garganico;0;0
Gargano;35;Rignano Garganico;Mattinata;1;0
Gargano;35;San Severo;Cagnano Varano;0;0
Gargano;35;Isole Tremiti;Peschici;0;1
Gargano;35;Monte Sant'Angelo;Manfredonia;2;0
Gargano;35;Carpino;Vico del Gargano;2;0
Gargano;35;Vieste;San Giovanni Rotondo;1;1
Gargano;36;San Giovanni Rotondo;Carpino;0;1
Gargano;36;San Marco in Lamis;Vieste;0;1
Gargano;36;Peschici;San Severo;2;1
Gargano;36;Vico del Gargano;Lesina;0;1
Gargano;36;San Nicandro Garganico;Rignano Garganico;0;0
Gargano;36;Cagnano Varano;Rodi Garganico;1;2
Gargano;36;Ischitella;Monte Sant'Angelo;0;4
Gargano;36;Mattinata;Isole Tremiti;0;0
Gargano;36;Manfredonia;Apricena;2;0
Gargano;37;San Severo;Ischitella;0;0
Gargano;37;Rodi Garganico;San Marco in Lamis;1;0
Gargano;37;Carpino;San Nicandro Garganico;2;0
Gargano;37;Apricena;Mattinata;0;1
Gargano;37;Rignano Garganico;Cagnano Varano;0;1
Gargano;37;Lesina;Peschici;0;0
Gargano;37;Vieste;Manfredonia;0;2
Gargano;37;Monte Sant'Angelo;Vico del Gargano;1;0
Gargano;37;Poggio Imperiale;San Giovanni Rotondo;0;1
Gargano;38;San Nicandro Garganico;Apricena;0;2
Gargano;38;Ischitella;Vieste;0;0
Gargano;38;Cagnano Varano;Lesina;0;0
Gargano;38;Vico del Gargano;Rignano Garganico;0;1
Gargano;38;Manfredonia;Rodi Garganico;2;0
Gargano;38;Peschici;Poggio Imperiale;0;1
Gargano;38;San Giovanni Rotondo;Monte Sant'Angelo;0;1
Gargano;38;San Marco in Lamis;Isole Tremiti;0;1
Gargano;38;Mattinata;Carpino;0;1
Daunia Settentrionale;1;Alberona;Biccari;0;1
Daunia Settentrionale;1;Carlantino;Casalnuovo Monterotaro;0;0
Daunia Settentrionale;1;Casalvecchio di Puglia;Castelnuovo della Daunia;2;1
Daunia Settentrionale;1;Celenza Valfortore;Celle di San Vito;2;2
Daunia Settentrionale;1;Chieuti;Faeto;1;1
Daunia Settentrionale;1;Lucera;Motta Montecorvino;1;0
Daunia Settentrionale;1;Pietramontecorvino;Roseto Valfortore;0;0
Daunia Settentrionale;1;San Marco la Catola;San Paolo di Civitate;2;3
Daunia Settentrionale;1;Serracapriola;Torremaggiore;0;2
Daunia Settentrionale;1;Volturara Appula;Volturino;0;2
Daunia Settentrionale;2;Castelnuovo della Daunia;Serracapriola;1;2
Daunia Settentrionale;2;Casalnuovo Monterotaro;Pietramontecorvino;0;0
Daunia Settentrionale;2;Roseto Valfortore;Alberona;0;0
Daunia Settentrionale;2;Volturino;Carlantino;2;0
Daunia Settentrionale;2;San Paolo di Civitate;Casalvecchio di Puglia;0;1
Daunia Settentrionale;2;Motta Montecorvino;Chieuti;1;1
Daunia Settentrionale;2;Celle di San Vito;San Marco la Catola;4;1
Daunia Settentrionale;2;Biccari;Lucera;0;0
Daunia Settentrionale;2;Faeto;Volturara Appula;0;0
Daunia Settentrionale;2;Torremaggiore;Celenza Valfortore;0;1
Daunia Settentrionale;3;Serracapriola;Motta Montecorvino;1;1
Daunia Settentrionale;3;Carlantino;Castelnuovo della Daunia;1;2
Daunia Settentrionale;3;Volturara Appula;Celle di San Vito;3;0
Daunia Settentrionale;3;San Marco la Catola;Biccari;0;1
Daunia Settentrionale;3;Pietramontecorvino;Faeto;1;0
Daunia Settentrionale;3;Lucera;Casalnuovo Monterotaro;0;0
Daunia Settentrionale;3;Chieuti;Volturino;0;0
Daunia Settentrionale;3;Celenza Valfortore;San Paolo di Civitate;2;0
Daunia Settentrionale;3;Casalvecchio di Puglia;Roseto Valfortore;0;0
Daunia Settentrionale;3;Alberona;Torremaggiore;0;0
Daunia Settentrionale;4;San Paolo di Civitate;Serracapriola;2;3
Daunia Settentrionale;4;Casalnuovo Monterotaro;Casalvecchio di Puglia;0;0
Daunia Settentrionale;4;Castelnuovo della Daunia;Chieuti;1;1
Daunia Settentrionale;4;Motta Montecorvino;Carlantino;4;3
Daunia Settentrionale;4;Celle di San Vito;Lucera;0;0
Daunia Settentrionale;4;Faeto;Alberona;1;1
Daunia Settentrionale;4;Torremaggiore;Volturara Appula;0;2
Daunia Settentrionale;4;Roseto Valfortore;San Marco la Catola;0;0
Daunia Settentrionale;4;Biccari;Celenza Valfortore;1;0
Daunia Settentrionale;4;Volturino;Pietramontecorvino;2;0
Daunia Settentrionale;5;Lucera;Torremaggiore;1;0
Daunia Settentrionale;5;Celenza Valfortore;Castelnuovo della Daunia;1;1
Daunia Settentrionale;5;Serracapriola;Chieuti;0;2
Daunia Settentrionale;5;Roseto Valfortore;Casalnuovo Monterotaro;0;0
Daunia Settentrionale;5;Alberona;Motta Montecorvino;0;1
Daunia Settentrionale;5;Pietramontecorvino;Celle di San Vito;2;0
Daunia Settentrionale;5;San Marco la Catola;Volturino;1;2
Daunia Settentrionale;5;Carlantino;Faeto;5;2
Daunia Settentrionale;5;Volturara Appula;San Paolo di Civitate;0;0
Daunia Settentrionale;5;Casalvecchio di Puglia;Biccari;0;0
Daunia Settentrionale;6;Casalnuovo Monterotaro;Celle di San Vito;1;2
Daunia Settentrionale;6;Castelnuovo della Daunia;San Marco la Catola;3;0
Daunia Settentrionale;6;San Paolo di Civitate;Volturino;0;0
Daunia Settentrionale;6;Motta Montecorvino;Volturara Appula;4;0
Daunia Settentrionale;6;Chieuti;Carlantino;0;1
Daunia Settentrionale;6;Biccari;Roseto Valfortore;0;0
Daunia Settentrionale;6;Faeto;Celenza Valfortore;1;0
Daunia Settentrionale;6;Casalvecchio di Puglia;Lucera;0;0
Daunia Settentrionale;6;Torremaggiore;Pietramontecorvino;0;0
Daunia Settentrionale;6;Alberona;Serracapriola;3;0
Daunia Settentrionale;7;Carlantino;Casalvecchio di Puglia;0;1
Daunia Settentrionale;7;Volturara Appula;Alberona;1;0
Daunia Settentrionale;7;Volturino;Motta Montecorvino;1;1
Daunia Settentrionale;7;San Marco la Catola;Faeto;1;0
Daunia Settentrionale;7;Celle di San Vito;Torremaggiore;1;3
Daunia Settentrionale;7;Pietramontecorvino;Castelnuovo della Daunia;3;2
Daunia Settentrionale;7;Lucera;Chieuti;1;0
Daunia Settentrionale;7;Biccari;Casalnuovo Monterotaro;0;0
Daunia Settentrionale;7;Celenza Valfortore;Serracapriola;2;1
Daunia Settentrionale;7;Roseto Valfortore;San Paolo di Civitate;1;1
Daunia Settentrionale;8;Carlantino;Volturara Appula;1;1
Daunia Settentrionale;8;Serracapriola;Lucera;0;1
Daunia Settentrionale;8;Castelnuovo della Daunia;Roseto Valfortore;2;0
Daunia Settentrionale;8;San Paolo di Civitate;Celle di San Vito;0;2
Daunia Settentrionale;8;Chieuti;Pietramontecorvino;0;2
Daunia Settentrionale;8;Faeto;Biccari;2;0
Daunia Settentrionale;8;Celenza Valfortore;Casalnuovo Monterotaro;1;0
Daunia Settentrionale;8;Casalvecchio di Puglia;Motta Montecorvino;3;1
Daunia Settentrionale;8;Torremaggiore;Volturino;1;1
Daunia Settentrionale;8;Alberona;San Marco la Catola;3;1
Daunia Settentrionale;9;Celle di San Vito;Castelnuovo della Daunia;1;2
Daunia Settentrionale;9;Casalnuovo Monterotaro;Torremaggiore;2;1
Daunia Settentrionale;9;Pietramontecorvino;Serracapriola;1;1
Daunia Settentrionale;9;Lucera;San Paolo di Civitate;1;0
Daunia Settentrionale;9;Roseto Valfortore;Celenza Valfortore;0;0
Daunia Settentrionale;9;Volturino;Alberona;2;1
Daunia Settentrionale;9;Biccari;Carlantino;1;0
Daunia Settentrionale;9;Volturara Appula;Casalvecchio di Puglia;0;1
Daunia Settentrionale;9;San Marco la Catola;Chieuti;2;0
Daunia Settentrionale;9;Motta Montecorvino;Faeto;1;1
Daunia Settentrionale;10;Carlantino;Lucera;0;1
Daunia Settentrionale;10;Serracapriola;Volturara Appula;0;1
Daunia Settentrionale;10;Castelnuovo della Daunia;Motta Montecorvino;3;1
Daunia Settentrionale;10;San Paolo di Civitate;Casalnuovo Monterotaro;0;1
Daunia Settentrionale;10;Celle di San Vito;Roseto Valfortore;1;1
Daunia Settentrionale;10;Chieuti;Casalvecchio di Puglia;0;1
Daunia Settentrionale;10;Faeto;Volturino;1;1
Daunia Settentrionale;10;Celenza Valfortore;San Marco la Catola;3;1
Daunia Settentrionale;10;Torremaggiore;Biccari;1;0
Daunia Settentrionale;10;Alberona;Pietramontecorvino;1;1
Daunia Settentrionale;11;Casalnuovo Monterotaro;Castelnuovo della Daunia;0;0
Daunia Settentrionale;11;Volturino;Celle di San Vito;2;1
Daunia Settentrionale;11;San Marco la Catola;Carlantino;0;0
Daunia Settentrionale;11;Motta Montecorvino;Roseto Valfortore;0;1
Daunia Settentrionale;11;Pietramontecorvino;Volturara Appula;1;2
Daunia Settentrionale;11;Lucera;Celenza Valfortore;0;0
Daunia Settentrionale;11;Chieuti;Alberona;0;1
Daunia Settentrionale;11;Biccari;San Paolo di Civitate;0;2
Daunia Settentrionale;11;Casalvecchio di Puglia;Serracapriola;0;0
Daunia Settentrionale;11;Torremaggiore;Faeto;0;2
Daunia Settentrionale;12;Casalnuovo Monterotaro;San Marco la Catola;0;0
Daunia Settentrionale;12;Volturara Appula;Chieuti;0;0
Daunia Settentrionale;12;Serracapriola;Carlantino;3;1
Daunia Settentrionale;12;Castelnuovo della Daunia;Lucera;3;0
Daunia Settentrionale;12;San Paolo di Civitate;Faeto;0;2
Daunia Settentrionale;12;Celle di San Vito;Biccari;0;2
Daunia Settentrionale;12;Pietramontecorvino;Motta Montecorvino;0;1
Daunia Settentrionale;12;Celenza Valfortore;Volturino;0;2
Daunia Settentrionale;12;Alberona;Casalvecchio di Puglia;0;1
Daunia Settentrionale;12;Roseto Valfortore;Torremaggiore;0;0
Daunia Settentrionale;13;Carlantino;Alberona;1;2
Daunia Settentrionale;13;Volturino;Biccari;1;0
Daunia Settentrionale;13;Serracapriola;Roseto Valfortore;1;0
Daunia Settentrionale;13;Castelnuovo della Daunia;Volturara Appula;2;3
Daunia Settentrionale;13;Motta Montecorvino;Casalnuovo Monterotaro;1;2
Daunia Settentrionale;13;Lucera;Pietramontecorvino;0;1
Daunia Settentrionale;13;Chieuti;San Paolo di Civitate;0;0
Daunia Settentrionale;13;Faeto;Celle di San Vito;2;4
Daunia Settentrionale;13;Casalvecchio di Puglia;Celenza Valfortore;1;0
Daunia Settentrionale;13;Torremaggiore;San Marco la Catola;1;1
Daunia Settentrionale;14;Casalnuovo Monterotaro;Volturino;0;2
Daunia Settentrionale;14;Volturara Appula;Lucera;0;1
Daunia Settentrionale;14;San Marco la Catola;Motta Montecorvino;3;0
Daunia Settentrionale;14;San Paolo di Civitate;Torremaggiore;0;0
Daunia Settentrionale;14;Celle di San Vito;Serracapriola;1;0
Daunia Settentrionale;14;Pietramontecorvino;Casalvecchio di Puglia;0;2
Daunia Settentrionale;14;Biccari;Chieuti;0;0
Daunia Settentrionale;14;Celenza Valfortore;Carlantino;0;0
Daunia Settentrionale;14;Alberona;Castelnuovo della Daunia;1;2
Daunia Settentrionale;14;Roseto Valfortore;Faeto;1;0
Daunia Settentrionale;15;Carlantino;Pietramontecorvino;2;2
